city,gender,registered_via,membership_age_days,registration_year,registration_month,bd_missing,registration_missing,has_member_profile,tx_count,payment_plan_days_mean,plan_list_price_mean,actual_amount_paid_mean,is_auto_renew_mean,days_since_last_transaction,transaction_history_days,latest_payment_method,has_transaction_history,log_count,num_25_mean_per_record,num_50_mean_per_record,num_75_mean_per_record,num_985_mean_per_record,num_100_mean_per_record,num_unq_mean_per_record,total_secs_mean_per_record,days_since_last_activity,activity_history_days,has_activity_history,is_churn
city_1,unknown,registered_via_7,104.0,2016.0,12.0,1,0,1,1.0,30.0,99.0,99.0,1.0,14.0,0.0,payment_method_41,1,19.0,3.4615384615384617,0.8888888888888888,0.6,0.6086956521739131,17.454545454545453,19.227272727272727,4710.557943910257,0.0,29.0,0,0
city_1,unknown,registered_via_7,1899.0,2012.0,1.0,1,0,1,3.0,30.0,149.0,149.0,1.0,403.0,62.0,payment_method_41,1,19.0,3.4615384615384617,0.8888888888888888,0.6,0.6086956521739131,17.454545454545453,19.227272727272727,4710.557943910257,0.0,29.0,0,1
unknown,unknown,unknown,1034.0,2014.0,7.0,1,1,0,1.0,30.0,99.0,99.0,1.0,16.0,0.0,payment_method_41,1,19.0,3.4615384615384617,0.8888888888888888,0.6,0.6086956521739131,17.454545454545453,19.227272727272727,4710.557943910257,0.0,29.0,0,0
city_8,female,registered_via_7,1481.0,2013.0,3.0,0,0,1,1.0,30.0,149.0,149.0,1.0,21.0,0.0,payment_method_41,1,30.0,0.9666666666666667,0.6666666666666666,0.36666666666666664,0.43333333333333335,17.233333333333334,13.266666666666667,3970.6504333333337,0.0,30.0,1,0
city_5,female,registered_via_9,3838.0,2006.0,9.0,0,0,1,2.0,30.0,149.0,149.0,1.0,0.0,31.0,payment_method_39,1,7.0,11.428571428571429,1.4285714285714286,0.2857142857142857,0.2857142857142857,27.428571428571427,36.57142857142857,6439.252714285714,3.0,20.0,1,0
city_1,unknown,registered_via_7,390.0,2016.0,3.0,1,0,1,1.0,30.0,99.0,99.0,1.0,25.0,0.0,payment_method_41,1,2.0,2.0,1.0,0.0,0.0,6.0,7.0,1599.0945,1.0,23.0,1,0
city_6,male,registered_via_3,712.0,2015.0,4.0,0,0,1,1.0,30.0,180.0,180.0,0.0,0.0,0.0,payment_method_36,1,11.0,3.1818181818181817,1.7272727272727273,1.8181818181818181,1.2727272727272727,13.181818181818182,18.272727272727273,4106.178,0.0,27.0,1,0
city_1,unknown,registered_via_7,242.0,2016.0,8.0,1,0,1,1.0,30.0,99.0,99.0,1.0,0.0,0.0,payment_method_41,1,6.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.16666666666666666,5.5,7.0,1295.8628333333334,11.0,18.0,1,0
city_1,unknown,registered_via_7,235.0,2016.0,8.0,1,0,1,1.0,30.0,99.0,99.0,1.0,24.0,0.0,payment_method_41,1,12.0,6.0,0.9166666666666666,0.5833333333333334,0.6666666666666666,18.416666666666668,21.166666666666668,4831.215666666667,0.0,18.0,1,0
city_1,unknown,registered_via_7,432.0,2016.0,1.0,1,0,1,1.0,30.0,99.0,99.0,1.0,7.0,0.0,payment_method_41,1,27.0,4.962962962962963,0.25925925925925924,0.037037037037037035,0.0,9.185185185185185,14.0,2249.965111111111,0.0,30.0,1,0
city_5,male,registered_via_9,2778.0,2009.0,8.0,0,0,1,1.0,30.0,149.0,149.0,1.0,23.0,0.0,payment_method_37,1,31.0,7.709677419354839,1.2903225806451613,0.967741935483871,1.6451612903225807,20.806451612903224,17.419354838709676,5971.042935483872,0.0,30.0,1,0
city_5,female,registered_via_9,1513.0,2013.0,2.0,0,0,1,2.0,30.0,149.0,149.0,1.0,0.0,31.0,payment_method_39,1,19.0,1.631578947368421,0.7894736842105263,0.7368421052631579,0.6842105263157895,69.52631578947368,27.894736842105264,17708.56215789474,0.0,30.0,1,0
city_1,unknown,registered_via_7,2123.0,2011.0,6.0,1,0,1,2.0,30.0,124.0,124.0,1.0,30.0,0.0,payment_method_41,1,12.0,0.9166666666666666,0.6666666666666666,0.4166666666666667,0.16666666666666666,21.583333333333332,17.916666666666668,5596.359916666667,0.0,29.0,1,0
city_15,male,registered_via_9,2239.0,2011.0,2.0,0,0,1,1.0,30.0,149.0,149.0,1.0,0.0,0.0,payment_method_34,1,20.0,4.6,5.2,1.75,0.95,39.05,26.8,10781.923350000001,2.0,26.0,1,0
city_1,unknown,registered_via_7,499.0,2015.0,11.0,1,0,1,1.0,30.0,99.0,99.0,1.0,14.0,0.0,payment_method_41,1,21.0,7.761904761904762,0.7619047619047619,0.5714285714285714,0.23809523809523808,26.476190476190474,30.047619047619047,6587.590095238095,0.0,30.0,1,0
city_1,unknown,registered_via_7,2262.0,2011.0,1.0,1,0,1,1.0,30.0,129.0,129.0,1.0,12.0,0.0,payment_method_41,1,19.0,3.4615384615384617,0.8888888888888888,0.6,0.6086956521739131,17.454545454545453,19.227272727272727,4710.557943910257,0.0,29.0,0,0
city_13,male,registered_via_7,1799.0,2012.0,4.0,0,0,1,1.0,30.0,149.0,149.0,1.0,4.0,0.0,payment_method_41,1,19.0,2.789473684210526,1.1578947368421053,0.6842105263157895,1.0526315789473684,22.263157894736842,27.05263157894737,6206.254842105263,1.0,29.0,1,0
city_1,unknown,registered_via_7,373.0,2016.0,3.0,1,0,1,2.0,30.0,99.0,99.0,1.0,3.0,6.0,payment_method_41,1,19.0,3.4615384615384617,0.8888888888888888,0.6,0.6086956521739131,17.454545454545453,19.227272727272727,4710.557943910257,0.0,29.0,0,1
city_1,female,registered_via_4,64.0,2017.0,1.0,0,0,1,1.0,30.0,180.0,180.0,1.0,8.0,0.0,payment_method_29,1,3.0,0.6666666666666666,0.0,0.0,0.0,16.666666666666668,16.333333333333332,4393.331,7.0,10.0,1,0
city_3,female,registered_via_9,3485.0,2007.0,9.0,0,0,1,1.0,30.0,180.0,180.0,1.0,27.0,0.0,payment_method_36,1,27.0,1.3333333333333333,0.37037037037037035,0.18518518518518517,0.18518518518518517,31.40740740740741,30.62962962962963,7440.792666666667,0.0,30.0,1,0
city_1,female,registered_via_3,840.0,2014.0,12.0,1,0,1,1.0,30.0,180.0,180.0,1.0,9.0,0.0,payment_method_29,1,30.0,4.3,1.3333333333333333,0.9666666666666667,1.8666666666666667,35.5,28.066666666666666,9523.8933,0.0,30.0,1,0
city_15,male,registered_via_9,2155.0,2011.0,5.0,0,0,1,1.0,90.0,298.0,298.0,0.0,32.0,0.0,payment_method_32,1,30.0,2.8,0.26666666666666666,0.3333333333333333,0.5,18.266666666666666,9.0,4420.238166666666,0.0,30.0,1,1
city_15,male,registered_via_9,3815.0,2006.0,10.0,0,0,1,1.0,30.0,149.0,149.0,1.0,0.0,0.0,payment_method_34,1,18.0,1.1666666666666667,0.7222222222222222,0.5,0.5,28.72222222222222,10.61111111111111,7009.613944444444,0.0,30.0,1,0
city_13,male,registered_via_9,2225.0,2011.0,2.0,0,0,1,1.0,30.0,149.0,149.0,1.0,11.0,0.0,payment_method_40,1,29.0,11.551724137931034,1.7241379310344827,1.8620689655172413,1.4827586206896552,61.206896551724135,67.65517241379311,16625.01275862069,0.0,30.0,1,1
city_1,unknown,registered_via_7,1196.0,2013.0,12.0,1,0,1,1.0,30.0,99.0,99.0,1.0,22.0,0.0,payment_method_41,1,31.0,4.096774193548387,2.806451612903226,1.3870967741935485,1.4838709677419355,35.516129032258064,35.354838709677416,9801.052967741934,0.0,30.0,1,0
city_1,unknown,registered_via_7,189.0,2016.0,9.0,1,0,1,1.0,30.0,99.0,99.0,1.0,8.0,0.0,payment_method_41,1,28.0,5.321428571428571,8.392857142857142,6.571428571428571,3.7857142857142856,4.714285714285714,18.642857142857142,3332.56325,0.0,30.0,1,0
city_13,male,registered_via_9,4439.0,2005.0,2.0,0,0,1,1.0,30.0,149.0,149.0,1.0,15.0,0.0,payment_method_37,1,11.0,0.36363636363636365,0.18181818181818182,0.18181818181818182,1.1818181818181819,25.818181818181817,15.272727272727273,5447.4572727272725,3.0,26.0,1,0
city_22,female,registered_via_4,454.0,2016.0,1.0,0,0,1,1.0,30.0,149.0,149.0,0.0,20.0,0.0,payment_method_38,1,25.0,3.08,1.12,0.48,0.64,7.84,10.12,2360.8108399999996,0.0,30.0,1,0
